InterventionType,InterventionName_lower,Freq
Other,care modalities,1
Other,cardiovascular magnetic resonance (cmr) imaging,1
Other,cardiorespiratory exercise,1
Other,cardiopulmonary resuscitation,1
Other,cardiopulmonary exercise test,1
Other,cardiopulmonary exercise (online-based),1
Other,cardiopulmonary exercise (centre-based),1
Other,cardiac surgery,1
Other,cardiac and electrodermal recordings,1
Other,cam-icu 7 score,1
Other,brief psychiatric rating scale,1
Other,brief cope scale,1
Other,bresci̇a-covi̇d respiratory severity scale,1
Other,breathing exercises,1
Other,"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation and ambulation",1
Other,breathing exercise with the phone application,1
Other,brain mri scan,1
Other,brain mri assessment,1
Other,care as usual,1
Other,care modalities. quantitative and qualitative approaches to analysis,1
Other,chlorhexidine gluconate (a) mouth rinse with the solution provided,1
Other,caring contacts,1
Other,chiropractic care (one visit),1
Other,chiropractic care (more than one visit),1
Other,chiropractic care,1
Other,chinese medicine treatment,1
Other,chest physiotherapy post-covid19,1
Other,chest ct scan,1
Radiation,cardiac magnetic resonance,1
Other,check-list including lung ultrasound,1
Other,chart review,1
Other,change in kidney function and proteinuria,1
Other,certified cloth face mask plus preventive information,1
Other,cellular and antibody response to spike antigens of sars-cov-2 in both groups in peripheral blood samples,1
Other,cash transfer,1
Other,case fatality rate,1
Other,"cartography of air contamination, environment contamination and biological fluid by sars-cov2 during visceral surgery in covid19 patients.",1
Other,caring contacts without an introductory phone call (cc),1
Other,caring contacts plus introductory phone call (cc+),1
Other,exposed to the novel coronavirus disease 2019,1
Other,exposure (not intervention) - sars-cov-2 infection,1
Other,exposure to covid19,1
Other,modified rankin score,1
Other,muscle-target oral nutritional supplementation,1
Other,multisystem inflammatory syndrome in children (mis-c),1
Other,mri,1
Other,mr-pro-adm,1
Other,moxibustion plus cupping,1
Other,motivational messages,1
Other,mortality,1
Other,monitoring for aggravation,1
Other,modified bai he gu jin tang,1
Other,low peep - fio2 low,1
Other,modification of the planned therapeutic management,1
Other,moderate intensity aerobic exercises,1
Other,moderate exercise training (age group 3; above 45 years),1
Other,moderate exercise training (age group 2; 31 to 45 years),1
Other,moderate exercise training (age group 1; young adult 17 -30 years),1
Other,model validation,1
Other,model building,1
Other,mobile internet survey on self-test,1
Other,museum virtual guided tours,1
Other,n/a - samples collected along routine care samples only,1
Other,na (no intervention),1
Other,nacl 0.9%,1
Other,neutral writing control,1
Other,neuromuscular electrical stimulation,1
Other,neuro -,1
Other,neuro +,1
Other,negative control,1
Other,nebulized sterile saline,1
Other,"ncapp, a cell phone-based auto-diagnosis system",1
Other,nbi images and/or videos,1
Other,nasopharyngeal swabbing procedure (self swabbing first),1
Other,nasopharyngeal swabbing procedure (conventionnal swabbing first),1
Other,naser al-husban,1
Other,nasal swab,1
Other,nasal spray containing anti-sars-cov-2 antibodies derived from bovine colostrum,1
Other,nasal lavage,1
Other,nasal irrigation,1
Other,nasal brushing,1
Other,nacl solution,1
Other,mmrc (modified medical research council) dyspnea scale,1
Other,mindfulness rounds,1
Other,mindfulness based intervention,1
Other,maternal stress,1
Other,"maternal attachment, edinburgh depression scoring and postpartum anxiety scale scores",1
Other,matched placebo hydroxychloroquine,1
Other,maslach burnout inventory questionnair,1
Other,masked saline placebo,1
Other,management strategy of outpatient with mild to moderate sars-cov-2 pneumonia,1
Other,maintenance or reduction of immunosuppression,1
Other,magnetic resonance spectroscopy (mrs).,1
Other,machine learning/ai algorithm,1
Other,machine learning,1
Other,machine based evaluation,1
Other,lung ultrasound (lus),1
Other,lung ultrasound,1
Other,lung mechanics at different peep,1
Other,lung ct scan analysis in covid-19 patients,1
Other,low-intensity psychosocial interventions through telemental health,1
Other,low-intensity aerobic training,1
Other,low tailored message plus covid-19 vaccine message,1
Other,maternal sars-cov-2 infection,1
Other,maximal effort test,1
Other,microscopy of defined brain regions on autopsy specimens,1
Other,measurement of circulating sflt1 concentration,1
Other,microcrystalline cellulose capsule,1
Other,mhealth assessments,1
Other,methylene-blue photodisinfection,1
Other,mesenchymal stromal cell-based therapy,1
Other,mesenchymal stem cells,1
Other,mental health student,1
Other,medium chain triglyceride oil,1
Other,medical research council (mrc) dyspnea scale,1
Other,medical record review - inpatient treatment,1
Other,medical record review,1
Other,medical follow-up,1
Other,medical consultation,1
Other,media intervention,1
Other,mechanical trombectomy,1
Other,measurement of sublingual microcirculation,1
Other,measurement of respiratory muscle force,1
Other,measurement of oxygen saturation,1
Other,new ppe,1
Other,newborns from covid 19 positive mothers,1
Other,news score,1
Other,nutritional intervention,1
Other,nutrition support,1
Other,nutrition,1
Other,"nursing care to reduce anxiety, fear and loneliness",1
Other,not bravery message,1
Other,"not applicable, this is an observational study",1
Other,not applicable as observational study,1
Other,not applicable (observational study),1
Other,not applicable (na),1
Other,nosocomial infection/hospital acquired infection,1
Other,"normal saline solution (nss), placebo, day 21 - phase 2",1
Other,"normal saline solution (nss), placebo, day 21 - phase 1",1
Other,"normal saline solution (nss), placebo, day 189 - phase 2",1
Other,"normal saline solution (nss), placebo - phase 2",1
Other,"normal saline solution (nss), placebo - phase 1",1
Other,normal saline placebo,1
Other,normal saline 0.9%,1
Other,"none, this study is observational",1
Other,nutritional assessment,1
Other,obesity,1
Other,none - na,1
Other,observation group 1,1
Other,olfaction testing,1
Other,old ppe,1
Other,ointment and dressing for external use,1
Other,off the shelf vr,1
Other,ofatumumab,1
Other,obvio-19 app,1
Other,observational study only,1
Other,observational only,1
Other,observational of different courses of sars-cov-2 infection in different phases (acute vs. post-acute) and settings,1
Other,observational cohort study on the natural history of hospitalized sars-cov-2 patients.,1
Other,observation to monitor patients for these infections,1
Other,observation only,1
Other,"observation of patients with known, suspected, or at risk for covid-19 infection",1
Other,observation of different courses of sars-cov-2 infection in different phases (acute vs. post-acute) and settings,1
Other,observation of covid 19 pneumonia,1
Other,observation of breathing pattern,1
Other,observation no intervention,1
Other,none - observational,1
Other,none - descriptive study,1
Other,nhanes smell and taste tests,1
Other,no intervention-mechanistic study,1
Other,"no intervention, observational",1
Other,"no intervention, observation only",1
Other,"no intervention will be administered, this is a retrospective observational study.",1
Other,no intervention performed,1
Other,no intervention on patients,1
Other,no intervention is planned,1
Other,no intervention as it is an observational study,1
Other,no intervention / evaluation of the ferritin and glycosylated ferritin by standard approved serological tests,1
Other,no intervention / compare the difference in respiratory rate between h0 and h12 of the initiation of morphine between the control and interventional groups,1
Other,no intervention - quality of life measure,1
Other,no intervention - exposure is to covid-19,1
Other,no intervention (survey study for medical doctors).,1
Other,no intervention (only interview),1
Radiation,low dose whole lung radiotherapy for older patients with covid-19 pneumonitis,1
Other,no active intervention (observational only),1
Other,nitazoxanide placebo,1
Other,nil intervention,1
Other,"no intervention, this is an observational study that uses validated questionnaires and qualitative interviews..",1
Other,no intervention. method study. psychometric testing,1
Other,none (observational study),1
Other,no intervention. observational cohort study,1
Other,none (not interventional),1
Other,non-interventional study,1
Other,non-hospitalization procedures,1
Other,non invasive visual acuity testing,1
Other,non intervention,1
Other,non applicable,1
Other,no special intervention,1
Other,no screening testing strategy,1
Other,no rinsing,1
Other,no research related technology based social interactions,1
Other,no message,1
Other,no intervetion will be used,1
Other,no interverntion,1
Other,no interventions planned,1
Other,"no interventions performed. just collecting data, blood samples and post-mortem biopsies.",1
Other,no interventional study,1
Other,no intervention; observational study,1
Other,low tailored message,1
Other,low peep - fio2 high,1
Other,"exposure to telemedicine, after the onset of the pandemic",1
Other,group 1,1
Other,health enhancement program,1
Other,hd-tdcs 4ma,1
Other,hd-tdcs 2ma,1
Other,guilt message,1
Other,guduchi ghanvati,1
Other,group1,1
Other,group b (sample collection),1
Other,group a (sample collection),1
Other,grocery store gift cards,1
Other,lopinavir/ ritonavir placebo,1
Other,"gps reports of potential patient safety incidents, non-covid-19 related",1
Other,gown personal protective equipment (ppe-g) suit,1
Other,gm-csf,1
Other,glycaemic levels,1
Other,glucose control and sensor usage,1
Other,global survey,1
Other,general public cohort,1
Other,general lifestyle advice to breast cancer patients by phone,1
Other,health questionnaire,1
Other,healthcare workers with the coronavac vaccine,1
Other,healthy lifestyle advise,1
Other,hemodynamics changes at different peep,1
Other,hospital treatment of covid disease,1
Other,hospital bedroom booking,1
Other,hospital anxiety and depression scale,1
Other,hospital admission,1
Other,home-use test and follow-up questionnaire,1
Other,home-cov rule implementation,1
Other,home-based stretching and strengthening exercise,1
Other,home-based exercise,1
Other,home sample collection of concerning mole with physician supervision,1
Other,home exercise program,1
Other,home exercise,1
Other,home care monitoring,1
Other,hit-exercise,1
Other,high-intensity aerobic training with high protein diet,1
Other,high peep without end inspiratory pause,1
Other,high peep with end inspiratory pause,1
Other,high intensity interval training,1
Other,gastroscopy in transnasal techique,1
Other,gas exchanges at different peep,1
Other,gad-7 general anxiety disorder scale,1
Other,"ffp2\n95 protective face mask (musk protective technology, gaziantep, turkey)",1
Other,fenofibrate/fenofibric acid,1
Other,feeling good digital app,1
Other,feces samples (covi-biome ancillary study),1
