InterventionName_lower,Freq
lopinavir/ritonavir 200 mg/50 mg film coated tablet,1
lopinavir/ritonavir 400 mg/100 mg,1
leukotriene receptor antagonist,1
low dose (10 mg) control,1
"""calm"" is a mindfulness meditation mobile app",1
low dose radiation therapy (ld-rt),1
low dose radiation 35 cgy,1
low dose prednisolone,1
low dose of kbp-covid-19,1
low dose low molecular weight heparin or placebo,1
low dose interferon-beta 1a,1
low dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule,1
lopinavir/ritonavir group,1
lovenox 40 mg in 0.4 ml prefilled syringe,1
lottery incentive,1
loss protection,1
losmapimod oral tablet,1
losartan 50 mg and spironolactone 25 mg pillules oral use,1
lopinavir/ritonavir treatment,1
lopinavir/ritonavir tablets or arbidol or chloroquine phosphate,1
lock-down and social distancing,1
local standard of care,1
lmwh,1
lidocaine,1
lifestyle (exercise),1
lifesignals biosensor 1ax*,1
lifelight® data collect oxygen saturation group,1
lifelight® data collect blood pressure group,1
life2000® ventilator,1
life questionnaires,1
lidocaine 2%,1
licorice extract,1
"liver, lung, heart and kidney biopsy",1
licensed seasonal influenza vaccine,1
licensed covid-19 vaccine,1
liberase enzyme (roche),1
lianhua qingwen,1
levilimab,1
levamisole pill + budesonide+formoterol inhaler,1
levamisole,1
lifestyle (meditation),1
lifestyle change promotion program,1
lifestyle program,1
lift,1
liver injury,1
"liver function tests ,serum ferritin and pcr for covid-19 .",1
liver function tests,1
liu-wei-di-huang formula,1
listerine zero mouthwash product,1
liquid alpha1-proteinase inhibitor (human),1
liposomal lactoferrin,1
linagliptin tablet,1
linagliptin 5 mg,1
linagliptin,1
limbix spark,1
lilly bamlanivimab + etesevimab,1
lilly bamlanivimab,1
ligilactobacillus salivarius mp101,1
lift mindfulness,1
hospital telemedicine management system,1
hospital standard of care for covid-19,1
hospital bedroom booking,1
enhanced response team,1
enoxaparin prophylactic dose,1
enoxaparin prefilled syringe [lovenox],1
enoxaparin higher dose,1
enoxaparin 40mg/0.4ml inj syringe 0.4ml,1
enoxaparin 1 mg/kg,1
eno breathe group,1
enisamium iodide,1
enhanced hygiene measures,1
enoxaparin/lovenox intermediate dose,1
enhanced follow through message,1
enduring happiness and continued self-enhancement (enhance) for covid-19,1
endothelial protocol,1
endothelial damage and angiogenic biomarkers,1
endoscopic procedure,1
endoscopic management according to standard of care,1
endoscopic intervention,1
enoxaparin sodium,1
enriched survey feedback,1
emtricitabine/tenofovir disoproxil fumarate 200 mg-245 mg oral tablet [truvada],1
ep,1
eproms assessment,1
epigenetic analyses,1
epidemiology of admissions,1
epidemiological and demographic characteristics,1
epic risk score display,1
epi-net intervention,1
epds (edinburgh postnatal depression scale),1
enzalutamide pill,1
ensifentrine dose 1,1
enzalutamide,1
environmental exposure and clinical features,1
entrée: interpersonal skills,1
entrée: cognitive skills,1
entrée: behavioral skills,1
ent exam,1
ensoetm device,1
encephalography measurement,1
emtricitabine/tenofovir disoproxil,1
eq001 placebo,1
electronic portable aromatic rehabilitation (epar) diffuser,1
elmo project at covid-19: proof of concept and usability,1
elispot: detection of the t cells specific to different sars-cov-2 proteins,1
elisa-test for igm and igg to sars-cov-2,1
elisa and rapid test to detect antibodies against covid-19,1
electronic survey questionnaire,1
electronic survey,1
electronic stethoscope,1
electrolytes,1
eltrombopag,1
electroencephalogram with ekg lead,1
"electrocardiography ,tomographic imaging",1
"electrocardiogram, transthoracic echocardiography and clinico-biological parameters in routine care",1
"electrocardiogram, telemetry, echocardiogram, laboratory values",1
electrocardiogram (ecg),1
electro impedance tomography,1
electrical stimulation - sham,1
elmo project at covid-19: study in humans,1
ema + automated text message intervention,1
emtricitabine/tenofovir alafenamide 200 mg-25 mg oral tablet,1
emotion regulation training via telehealth,1
emtricitabine/tenofovir,1
emricasan,1
emphasis of government involvement,1
emphasis of academic researchers involvement,1
emotional support plan,1
emotional freedom techniques (eft),1
emotional freedom technique,1
emergency ventilator splitter,1
ema alone,1
emergency surgical procedures,1
emergency surgery,1
emergency laparotomy,1
emergency general surgical admissions,1
emdr,1
embarrassment message,1
emapalumab,1
eq001,1
equine covid-19 antiserum,1
face mask,1
experimental: active care group,1
exposure to covid19,1
exposure to covid-19,1
exposure (not intervention) - sars-cov-2 infection,1
exposed to the novel coronavirus disease 2019,1
expiratory training device,1
experts consensus,1
experimental: questionnaire without precaution information,1
experimental drug,1
exposure to the dutch measures due to the covid-19 pandemic.,1
experimental,1
experiences in close relationship scale questionnaire (ecr-s),1
experience resolution methodology (erm),1
experience of pandemic,1
expanded hemodialysis for covid19 maintenance hemodialysis patients,1
exogenous surfactant,1
exo-cd24,1
"exposure to telemedicine, after the onset of the pandemic",1
"exposure to the fics annual meeting (june 9-11 2021, paris congress center)",1
exercise training group,1
extra-cvd virtual care,1
eye movement desensitisation and reprocessing recent traumatic event protocol,1
extravascular lung water index,1
extraoral vacuum aspirator (eva),1
extract psidii guava,1
extracorporeal membrane oxygenation,1
extracorporeal left hemicolectomy anastomosis,1
extracorporeal blood purification using the oxiris® (an69st) hemofilter,1
extra blood sample,1
exposure to the sars-cov-2,1
external evacuation device (eed),1
extended sampling and procedures,1
expression of receptors and activating proteases,1
exposure: positive covid-19 infection,1
exposure: negative covid-19 infection,1
exposure: covid-19 infection,1
exposure to the sars-cov-2 and its consequences,1
exg-5003,1
exercise test ecg,1
equipment with smartwatch throughout hospital stay on the general ward,1
esophageal catheter,1
estradiol patch,1
estradiol cypionate 5 mg/ml,1
estetrol monohydrate 15 mg,1
essential oils,1
essential oil blend,1
essential amino acids,1
essence oils,1
esoger,1
ethanol with asprin,1
escola l'horitzó,1
escola john talabot,1
escin,1
erucov-vac 6 µg/0.5 ml vaccine,1
erucov-vac 3 µg/0.5 ml vaccine,1
erucov-vac,1
eritoran,1
estrogen therapy,1
etoposide,1
exercise program,1
ex vivo expanded wharton's jelly mesenchymal stem cells,1
exercise physiology,1
exercise manual,1
exercise booklet,1
exebacase,1
exchange blood transfusion from normal donor,1
examine the impact of covid-19 during pregnancy,1
examinations for the research:,1
evaluation of the immunogenicity of the vaccine in haemodialysis patients,1
eucorvac-19,1
evaluation of the epidemiological characteristics of coronavirus infection (sars-cov-2),1
evaluation of skin microvascular flow and reactivity,1
"evaluation of clinical, instrumental and laboratory diagnostics tests",1
evaluation of changes in the diagnostic-therapeutic pathway for patients affected by pancreatic cancer,1
evaluation,1
evaluate hacor score effectivity in this patients,1
euroimmun assay,1
electrical stimulation,1
electrical impedance tomography (eit),1
electrical impedance tomography,1
digital oximeter monitoring,1
dipyridamole,1
diphenhydramine,1
dimethyl fumarate,1
digivis visual acuity app,1
digital storytelling intervention,1
digital social activity video intervention,1
digital problem solving tool,1
digital health online platform,1
dipyridamole er 200mg/ aspirin 25mg orally/enterally and standard of care,1
digital cardiac counseling,1
dig tilted,1
dig axial,1
diffusing capacity of carbon monoxide,1
difficulties lived by disabled children's parents in the period of covid-19 pandemic,1
differential leucocyte count (cldc) device and algorithm,1
differences in triage,1
dipyridamole 100 milligram(mg),1
direct antigen tests for covid-19,1
dietary supplement containing resistant starch,1
distribution of free face masks,1
dornase alfa inhalation solution,1
dornase alfa,1
doppler echo,1
doctorgram patient kit,1
doctor spot,1
doctella telehealth monitoring,1
dociparstat sodium,1
distilled water with the same colorant as the experimental product,1
direct laryngoscope,1
dissemination and implementation research,1
disease-modifying antirheumatic drugs (dmards),1
discussion board for social support+personalized feedback,1
discussion board for social support +basic feedback,1
discontinuation of arb/acei,1
discontinuation of acei/arb,1
direct laryngoscopy,1
dietary supplementation in patients with covid disease admitted to hospital,1
dietary supplement,1
electric pad for human external pain therapy,1
device: physiomer undiluted seawater nasal spray,1
dexmedetomidine injectable product,1
dexcom g6,1
dexamethasone oral,1
dexamethasone low dose,1
dexamethasone high dose,1
dexamethasone and hydroxychloroquine,1
dexamethasone 2 mg/ml,1
device used to record voice for screening,1
diabetes type 2,1
determination of sars-cov2 presence in cns,1
"determination of physical activity, quality of life, stress levels of isolated people at home with the danger of coronavirus.",1
determination of cyp2c19 genotype,1
determination of covid-19 vacciantion efficacy,1
detection of oral lesions,1
detection of anti-covid-19 antibody level,1
desmond,1
dfv890,1
diabetter together,1
dietary intervention,1
diagnostic tests for covid-19 infection,1
"dietary counselling on food groups according to iyc feeding practices, who",1
diet tracking and survey,1
diet and sun exposure,1
dianose,1
dialyzable leukocyte extract,1
dialysis,1
dialectical behavioral therapy (dbt) skills,1
diagnostic tests,1
"diagnosis of sars-cov2 by rt-pcr and : igg, ig m serologies in the amniotoc fluid, the blood cord and the placenta",1
diagnostic test:blood test,1
diagnostic test: serology test for covid-19,1
diagnostic test for sars-cov2 for patients and health staff,1
diagnostic test for detection of sars-cov-2,1
diagnostic test covid-19,1
diagnostic examination for venous thromboembolism,1
diagnostic,1
dose finding phase (mtd),1
double gloves,1
double-blind nt-i7,1
echo-doppler,1
edoxaban tablets,1
edinburgh postnatal depression scale (edps),1
edinburgh postnatal depression scale,1
economic freedom message,1
economic benefit message,1
ecmo implantation,1
echocardiogram 2d,1
ecg-holter,1
educational meetings and visual prompts,1
ecg from handheld device,1
ecco2r,1
eca-ace vaccination promotion intervention,1
eating habits,1
eat-26 questionnaire,1
easycov poc,1
earsats pulse oximeter probe,1
education sessions,1
educational program (cartoon),1
double-blind placebo,1
ehealth for covid-19 prevention and support,1
elective cancer surgery,1
elecsys semi-quantitative anti-sars-cov-2 antibody test,1
"elecsys anti-sars-cov-2 s (roche diagnostics gmbh, mannheim, germany), 2) access sars-cov-2 igg ii (beckman coulter, inc. usa)",1
ejaculated semen sample,1
eit-group,1
eicosapentaenoic acid gastro-resistant capsules,1
ei open ended pre-survey and semi structured interview,1
ehealth +counselling contacts,1
educational video,1
ehealth,1
eg-hpcp-03a placebo,1
eg-hpcp-03a,1
eeg based protocol for deep sedation,1
eeg,1
"educational, culturally appropriate covid-19 messages",1
educational vocal health modules,1
early rehabilitation,1
early occupational therapy,1
early definitive treatment,1
drug: isotretinoin plus tamoxifen,1
drugs and supportive care,1
drug: standard treatment standard treatment,1
drug: na-831 - 0.20 mg/kg,1
drug: na-831 - 0.10 mg/kg,1
drug: na-831,1
drug: isotretinoin(aerosolized 13 cis retinoic acid) plus aerosolized itraconazole,1
drug: isotretinoin(aerosolized 13 cis retinoic acid),1
drug: gs-5734 - 2.00 mg/kg,1
early access,1
drug: gs-5734 - 1.00 mg/kg,1
drug isotretinoin (13 cis retinoic acid ) capsules+standard treatment,1
drug covid19-0001-usr,1
dried blood spot and venous blood collection,1
draw blood,1
doxycycline hcl,1
doxycyclin,1
drugs: na-831 (0.10 mg/kg) plus gs-5734 (1.00 mg/kg),1
drugs: na-831 (0.20 mg/kg) plus gs-5734 (2.00 mg/kg),1
dräger antigen test sars-cov-2,1
ds-5670a,1
e-psychotherapy,1
e-ink screen,1
dysphagia handicap index (dhi),1
dysautonomia,1
dwj1248 with remdesivir,1
dvx201,1
duty frame,1
dutasteride 0.5 mg,1
during covid-19 pandemic,1
"duration of hospitalization, mortality rate",1
dur-928,1
duplex ultrasound and computed tomography angiography,1
duplex sonography,1
dupilumab,1
duact,1
f-652,1
face mask + soap,1
hospital anxiety depression scale,1
habit,1
hbcc project and soap,1
hb-admsc,1
handwashing stations at the public places and no soap,1
hads questionnaire,1
hads,1
had5-sfusion+ n-etsd (oral capsule),1
had5-s-fusion+n-etsd (suspension for injection),1
gx-i7 vehicle,1
hcq & az,1
gx-19,1
gustatory and olfactory function test,1
guilt message,1
guided online support program,1
guduchi ghanvati,1
gt0918 tablets or placebo,1
gse and xylitol,1
hcfwo,1
hcq & az vs hcq+sir,1
growth mindset ssi,1
healthcare providers' communication about the covid-19 vaccine,1
heat therapy,1
heart rate variability biofeedback,1
heart patch seeded with autologous cardiomyocytes and amnion epithelial stem cells,1
healthy minds program foundations training,1
healthy lifestyle advise,1
healthcare workers with the coronavac vaccine,1
healthcare worker focused outreach,1
health-related quality of life,1
hcq+azt,1
health warning leaflet,1
health questionnaire,1
health enhancement program,1
health care worker survey,1
hd-tdcs 4ma,1
hd-tdcs 2ma,1
hcq01,1
gs-441524,1
growth hormone,1
helmet cpap,1
glycomic analysis,1
graded exercise test,1
"gps reports of potential patient safety incidents, non-covid-19 related",1
gown personal protective equipment (ppe-g) suit,1
gossip intervention,1
go2 peep mouthpiece,1
gns561,1
gm-csf,1
glycaemic levels,1
grocery store gift cards,1
glutamine,1
glucose tablets,1
glucose control and sensor usage,1
gls-5310,1
gls-1200,1
gls-1027,1
global survey,1
gratitude,1
group 1,1
group1,1
group b (placebo),1
group hydroxychloroquine and apixaban,1
group hydroxychloroquine,1
group d:placebo oropharyngeal spray + placebo taken po,1
group c:active principle oropharyngeal spray + placebo taken po,1
group b: placebo oropharyngeal spray + active principle immunostimulant,1
group b control,1
group b (sample collection),1
group b (ag0302-covid19),1
group 1: rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed,1
group apixaban,1
group a: oropharygeal spray and immunostimulant,1
group a hcq,1
group a (sample collection),1
group a (placebo),1
group a (ag0302-covid19),1
group 2: control group with enoxaparin 40mg/d,1
helmet continuous positive airway pressure (cpap),1
helmet niv,1
face mask awareness,1
high-titer convalescent covid-19 plasma (ccp1),1
hlx70,1
hiv,1
hit-exercise,1
history of exposure to anti-cd20 treatment since 01/01/2010,1
hip arthropalsty,1
hiking challenge,1
high-titer covid-19 convalescent plasma (ht-ccp),1
high-titer anti-sars-cov-2 plasma,1
hmsc,1
high-titer anti-sars-cov-2 (covid 19) convalescent plasma,1
high-intensity remote patient monitoring (rpm-high),1
high-intensity aerobic training with high protein diet,1
high-flow nasal cannula treatment,1
high-dose recombinant sars-cov-2 vaccine (cho cell),1
high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years) & two dose regimen,1
high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years) & three dose regimen,1
hlx71,1
hmw-ha,1
high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years) & three dose regimen,1
home-based stretching and strengthening exercise,1
hospital anxiety depression measure,1
hospital anxiety and depression scale,1
hospital admission,1
"hormone levels (testosterone, fsh, lh, prolactin)",1
hope intervention,1
home-use test and follow-up questionnaire,1
home-cov rule implementation,1
home-based sars-cov-2 test kit,1
home care monitoring,1
home-based exercise training,1
home-based exercise,1
home spirometry,1
home sleep apnea testing or in-hospital polysomnography,1
home sample collection of concerning mole with physician supervision,1
home pulse oximetry monitoring,1
home exercise,1
high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years) & two dose regimen,1
high-dose placebo (60-85 years) & two dose regimen,1
helmet non-invasive ventilation,1
hepatitis a vaccine,1
high dosage inactivated sars-cov-2 vaccine on a 0- and 14-day schedule,1
hidroxicloroquina,1
hfno,1
hfb30132a,1
heterologous stimuli,1
hesperidin and diosmin mixture,1
hesperidin,1
heparin sc,1
high dose interferon-beta 1a,1
heparin infusion,1
heparin - therapeutic dosage,1
heparin - prophylactic dosage,1
hemopurifier,1
hemodynamics changes at different peep,1
hemodialysis by protein-leaking dialyzer for covid19 maintenance hemodialysis patients,1
hematology blood test,1
high dose corticosteroid,1
high dose of kbp-covid-19,1
high-dose placebo (60-85 years) & three dose regimen,1
high peep with end inspiratory pause,1
high-dose placebo (18-59 years) & two dose regimen,1
high-dose placebo (18-59 years) & three dose regimen,1
high-dose dexamethasone,1
high-concentration essential oil,1
high volume evacuation (hve),1
high touch multi-pronged behavioral intervention,1
high peep without end inspiratory pause,1
high intensity interval training group,1
high dose radiation 100 cgy,1
high intensity activities,1
high flow nasal therapy,1
high flow nasal oxygen (hfno) treatment,1
high flow nasal oxygen (hfno),1
high flow nasal cannula hfnc,1
high flow nasal cannula device,1
high flow nasal cannula,1
global longitudinal strain,1
glenzocimab,1
gimsilumab,1
fibromyalgia impact questionnaire,1
financial incentives,1
filtration test,1
filmarray pneumonia,1
filmarray pcr on respiratory samples,1
filling in an online survey,1
filiform needles,1
file inquiry,1
fibrin generation markers assays,1
fingertip tests for poc assays,1
fibreoptic endoscopic evaluation of swallowing (fees),1
fiberoptic bronchoscopy (fob),1
ffp3 respirator,1
"ffp2\n95 protective face mask (musk protective technology, gaziantep, turkey)",1
ffp2 respirator,1
ffp2,1
ffp,1
fingerstick,1
fingolimod 0.5 mg,1
fenofibrate/fenofibric acid,1
flucelvax,1
fnc dummy tablet+standard of care,1
fmd,1
fluzone high dose,1
fluvoxamine maleate 100 mg [luvox],1
fluvirin,1
fluoxetine tablets,1
fluorescein,1
flu shot,1
five-days oseltamivir,1
flow cytometry: detection of the sars-cov-2 specific t-helpers and cytotoxic t lymphocytes,1
flow cytometry,1
flow controlled ventilation (evone-ventilator),1
flavor test,1
fixed-duration hydrocortisone,1
fixed-duration higher dose hydrocortisone,1
fixed site standard of care testing,1
ferinject,1
feeling good digital app,1
giga-2050,1
faeces samples,1
fast dissolving film,1
farmalarm,1
famotidine 20 milligram tablet,1
famotidine 20 mg,1
familychildcare (provisional name of app),1
family risk messaging,1
family nurture intervention (fni),1
faecal sample collector,1
favicovir (standard treatment),1
facial mask,1
facial fractures reduction or osteosynthesis,1
facebook ads on the importance of staying safe during the thanksgiving / christmas holiday,1
face-to-face rehabilitation,1
face-to-face consultation,1
face-mask niv,1
face mask sampling,1
fatigue severity scale,1
favicovir 200 mg film tablet,1
feces samples (covi-biome ancillary study),1
favipiravir tablets,1
fecal and oral samples,1
fb2001 placebo,1
fb2001,1
favorable outcome,1
favira 200 mg film tablet,1
favir 200 mg ft,1
favipiravir tablets+chloroquine phosphatetablets tablets,1
favipiravir plus nitazoxanide,1
favipiravir (3200 mg + 1200 mg),1
favipiravir combined with tocilizumab,1
favipiravir and hydroxychloroquine,1
favipiravir + standard of care,1
favipiravir + currently used therapy,1
favipiravir (3600 mg + 1600 mg),1
favipiravir (3200 mg + 1200 mg) combined with hydroxychloroquine,1
favipiravir (3200 mg + 1200 mg) combined with azithromycin,1
fnc+standard of care,1
focus group discussions,1
focused/targeted message,1
gastroscopy in transnasal techique,1
gbp510 adjuvanted with alum (rbd 25μg/dose)- stage 2,1
gbp510 adjuvanted with alum (rbd 25μg/dose) - stage 1,1
gbp510 adjuvanted with alum (rbd 10μg/dose) - stage 2,1
gbp510 adjuvanted with alum (rbd 10μg/dose) - stage 1,1
gbp510 (rbd 25μg/dose)- stage 2,1
gbp510 (rbd 25μg/dose) - stage 1,1
gbp510 (rbd 10μg/dose) - stage 1,1
gastrointestinal endoscopy,1
gbp510 adjuvanted with as03 (rbd 10μg/dose) - stage 2,1
gastric cancer surgery,1
gas exchanges at different peep,1
gas exchange measurement,1
gargle/mouthwash,1
"garadacimab, factor xiia antagonist monoclonal antibody",1
ganovo+ritonavir+/-interferon nebulization,1
gamunex-c,1
gbp510 adjuvanted with as03 (rbd 10μg/dose) - stage 1,1
gbp510 adjuvanted with as03 (rbd 25μg/dose) - stage 1,1
folic acid,1
general public cohort,1
geneva emotional competence test (geco),1
genetic blood collection,1
genetic,1
generic best practices,1
generalized anxiety disorder-7 (gad-7),1
generalized anxiety disorder-7 (gad 7),1
general recommendation,1
general messages,1
gbp510 adjuvanted with as03 (rbd 25μg/dose)- stage 2,1
general lifestyle advice to breast cancer patients by phone,1
general health education,1
general communication message,1
gender concordant,1
geko t3,1
gc5131,1
gc4419,1
gammacore® sapphire (non-invasive vagus nerve stimulator),1
gammacore® (vagus nerve stimulation),1
gamification,1
food diary,1
frequency,1
freestyle libre 14 day cgm system,1
fp-025 300 mg,1
fp-025 100 mg,1
foy-305,1
fotv,1
fosmanogepix,1
fondaparinux,1
gam-covid-vac lyo,1
fondapariniux,1
follow-up visit,1
follow-up phone call,1
follow-up of patients with covid-19,1
follow-up based,1
follow-up at 14 days,1
follow up calls,1
fresh start,1
fsd201,1
fsfi survey,1
ft516,1
galidesivir,1
gad-7 general anxiety disorder scale,1
gad-7 (generalized anxiety disorder) scale (post containment),1
gad-7 (generalized anxiety disorder) scale (during containment),1
gad-7 (general anxiety disorder) scale,1
gad-7 (7-item generalized anxiety disorder),1
fx06,1
further processing of health data,1
furfat,1
fungal rhinosinusitis,1
functional mri,1
fultium® -d3 800,1
full vepmp intervention,1
full spectrum cbd oil,1
fulfilling questionaires,1
оxygen therapy,1
