NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04488575,"July 23, 2020","August 26, 2020",Actual,Drug,EDP1815,
NCT04488575,"July 23, 2020","August 26, 2020",Actual,Drug,Placebo,
NCT04681755,"December 21, 2020","May 19, 2020",Actual,,,
NCT04353518,"April 16, 2020","June 30, 2020",Actual,Drug,Suspension of heat killed (autoclaved) Mycobacterium w,
NCT04353518,"April 16, 2020","June 30, 2020",Actual,Other,Placebo,
NCT04349540,"April 14, 2020","April 15, 2020",Actual,Other,no intervention,
NCT04418375,"June 2, 2020","June 8, 2020",Actual,,,
NCT04429334,"May 29, 2020",August 2020,Anticipated,Drug,nangibotide,
NCT04429334,"May 29, 2020",August 2020,Anticipated,Drug,placebo,
NCT04576312,"September 28, 2020","June 29, 2020",Actual,Drug,UNI911 INHALATION,
NCT04373759,"April 30, 2020","May 2, 2020",Actual,Other,Cardiopulmonary resuscitation,
NCT04373759,"April 30, 2020","May 2, 2020",Actual,Other,Modified Rankin score,
NCT04509752,"August 11, 2020","October 8, 2020",Actual,Other,Survey,
NCT04371744,"April 30, 2020","April 17, 2020",Actual,,,
NCT04906850,"May 25, 2021","March 1, 2021",Actual,,,
NCT04672395,"December 16, 2020",March 2021,Anticipated,Biological,CpG 1018/Alum-adjuvanted SCB-2019 vaccine,
NCT04672395,"December 16, 2020",March 2021,Anticipated,Biological,Placebo; 0.9% saline,
NCT04678830,"December 14, 2020","March 1, 2021",Actual,Drug,Placebos,
NCT04678830,"December 14, 2020","March 1, 2021",Actual,Drug,Leronlimab (700mg),
NCT04615975,"October 31, 2020","November 1, 2020",Actual,Dietary Supplement,Ketogenic diet with phytoextracts,
NCT04738695,"January 25, 2021","February 1, 2021",Actual,Diagnostic Test,Point-of-care rapid anti-SARS-CoV-2 antibody test (Orient Gene Biotech) and Dry Blood Spot collection (Euroimmun),
NCT04360551,"April 21, 2020","July 1, 2020",Actual,Drug,Telmisartan 40mg,
NCT04360551,"April 21, 2020","July 1, 2020",Actual,Drug,Placebo,
NCT04343989,"April 9, 2020","March 31, 2020",Actual,Drug,Clazakizumab 25 mg,
NCT04343989,"April 9, 2020","March 31, 2020",Actual,Drug,Clazakizumab 12.5 mg,
NCT04343989,"April 9, 2020","March 31, 2020",Actual,Other,Placebo,
NCT04348474,"April 13, 2020","April 20, 2020",Anticipated,Drug,Hydroxychloroquine Sulfate,Reuquinol
NCT04348474,"April 13, 2020","April 20, 2020",Anticipated,Drug,Azithromycin Tablets,Azithromycin
NCT04922957,"June 9, 2021",September 2021,Anticipated,Drug,ALLOCETRA-OTS,Cell based therapy|Apoptotic cells
NCT04922957,"June 9, 2021",September 2021,Anticipated,Other,Placebo,
NCT04751669,"February 11, 2021","April 1, 2021",Anticipated,Dietary Supplement,Vitamin and trace elements,
NCT04751669,"February 11, 2021","April 1, 2021",Anticipated,Dietary Supplement,Placebo,
NCT04852705,"April 20, 2021",May 2021,Anticipated,Biological,"SARS-CoV-2 Vaccine (Vero Cells), Inactivated",
NCT04852705,"April 20, 2021",May 2021,Anticipated,Biological,Placebo,
NCT04780035,"February 25, 2021","November 18, 2020",Actual,Biological,EpiVacCorona (EpiVacCorona vaccine based on peptide antigens for the prevention of COVID-19),
NCT04780035,"February 25, 2021","November 18, 2020",Actual,Other,"Placebo (sodium chloride, a 0.9% solution for the preparation of dosage forms for injections)",
NCT04834934,"April 6, 2021","February 16, 2020",Actual,,,
NCT04745351,"February 8, 2021","March 31, 2021",Actual,Drug,Remdesivir,GS-5734™|Veklury®
NCT04745351,"February 8, 2021","March 31, 2021",Actual,Drug,RDV Placebo,
NCT04745351,"February 8, 2021","March 31, 2021",Actual,Drug,Standard of Care,
NCT04358809,"April 21, 2020","June 30, 2020",Actual,Drug,Suspension of heat killed (autoclaved) Mycobacterium w,
NCT04358809,"April 21, 2020","June 30, 2020",Actual,Other,Placebo,
NCT04376996,"May 4, 2020","April 20, 2020",Actual,Diagnostic Test,NO intervention planned due to the observational study design - only a diagnostic testing,
NCT04859881,"April 19, 2021","April 1, 2020",Actual,Other,No intervention,
NCT04492358,"July 28, 2020","October 22, 2020",Actual,Drug,Colchicine,
NCT04492358,"July 28, 2020","October 22, 2020",Actual,Drug,Prednisone tablet,
NCT04492358,"July 28, 2020","October 22, 2020",Actual,Drug,standard of care,
NCT04790240,"February 23, 2021","February 1, 2021",Actual,Dietary Supplement,Inflammation (I),"PurInf (I), PurInf (II), PurInf(III)"
NCT04790240,"February 23, 2021","February 1, 2021",Actual,Dietary Supplement,Inflammation (II),PurCo
NCT04790240,"February 23, 2021","February 1, 2021",Actual,Dietary Supplement,Inflammation (III),"PurPhl, PurClo"
NCT04790240,"February 23, 2021","February 1, 2021",Actual,Drug,Standard of care,Medications
NCT04460183,"July 3, 2020","July 29, 2020",Actual,Drug,"RESP301, a Nitric Oxide generating solution",
NCT04460183,"July 3, 2020","July 29, 2020",Actual,Other,Standard of Care,
NCT04895007,"May 14, 2021","June 1, 2021",Anticipated,Biological,"Covid-19 Inactive Vaccine, recombinant human adenovirus serotype number 26, mRNA VAccine",
NCT04900337,"May 19, 2021","February 9, 2021",Actual,Drug,AMOR 18 Powder & Inhalation,
NCT04900337,"May 19, 2021","February 9, 2021",Actual,Drug,Placebo,
NCT04348435,"April 14, 2020","May 14, 2020",Actual,Drug,HB-adMSCs,
NCT04348435,"April 14, 2020","May 14, 2020",Actual,Drug,Placebos,
NCT04422626,"June 6, 2020","July 1, 2020",Anticipated,,,
NCT04329572,"March 29, 2020","April 23, 2020",Anticipated,Drug,Hydroxychloroquine Sulfate,Reuquinol
NCT04329572,"March 29, 2020","April 23, 2020",Anticipated,Drug,Azithromycin Tablets,Azithromycin
NCT04883164,"May 11, 2021","April 27, 2021",Actual,Other,Cellular and antibody response to spike antigens of SARS-CoV-2 in both groups in peripheral blood samples,
NCT04568655,"September 28, 2020","February 1, 2020",Actual,Device,noninvasive ventilation,
NCT04530396,"August 25, 2020","September 7, 2020",Actual,Biological,Gam-COVID-Vac,
NCT04530396,"August 25, 2020","September 7, 2020",Actual,Other,placebo,
NCT04907994,"May 14, 2021",September 2021,Anticipated,Other,Cohort,
NCT04428268,"April 26, 2020","March 10, 2020",Actual,Drug,Chloroquine Phosphate Tablets,Losartan tablets
NCT04545541,"September 5, 2020","November 1, 2020",Actual,Drug,Nebulised unfractionated heparin (UFH),
NCT04916886,"May 30, 2021","June 3, 2021",Actual,Biological,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) 0.5ml,
NCT04916886,"May 30, 2021","June 3, 2021",Actual,Biological,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) 0.3ml,
NCT04732637,"January 28, 2021","March 31, 2021",Anticipated,Diagnostic Test,"Test At Home's Proprietary ""Lollipop"" Buccal Cavity Swab",Self Collection Buccal Cavity Swab|Buccal Cavity Swab
NCT04685655,"December 23, 2020","January 7, 2020",Actual,Other,Therapeutic plasma exchange,
NCT04475471,"July 1, 2020","June 11, 2020",Actual,,,
NCT04292730,"February 28, 2020","March 15, 2020",Actual,Drug,Remdesivir,GS-5734™|Veklury®
NCT04292730,"February 28, 2020","March 15, 2020",Actual,Drug,Standard of Care,
NCT04535674,"August 31, 2020","October 9, 2020",Actual,Biological,Asunercept,
NCT04667286,"December 11, 2020","January 16, 2021",Actual,Procedure,Prone Position (PP),
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Opt-In (Call-Back),
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Opt-in (In-Bound),
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Standard Message,
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Clinician Endorsement,
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Scarcity,
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Opt-Out Framing,
NCT04834726,"April 6, 2021","April 29, 2021",Actual,Behavioral,Phone Call,
NCT04358029,"April 20, 2020","April 9, 2020",Actual,,,
NCT04801836,"March 12, 2021","November 19, 2020",Actual,Drug,Estetrol monohydrate 15 mg,E4 15 mg
NCT04801836,"March 12, 2021","November 19, 2020",Actual,Drug,Placebo,
NCT04431453,"June 8, 2020","July 21, 2020",Actual,Drug,Remdesivir,GS-5734™|Veklury®
NCT04523012,"August 20, 2020","July 1, 2020",Actual,Other,Seroprevalence of SARS-CoV-2 infection in patients with HIV infection,
NCT04528901,"August 25, 2020","September 4, 2020",Actual,,,
NCT04723563,"January 22, 2021","February 22, 2021",Actual,Drug,Heparin,
NCT04723563,"January 22, 2021","February 22, 2021",Actual,Drug,0.9%sodium chloride,Placebo
NCT04347278,"April 3, 2020","April 22, 2020",Actual,Drug,Patients with the treatment agains COVID19,
NCT04346615,"April 9, 2020","April 25, 2020",Actual,Drug,Zavegepant (BHV-3500),
NCT04346615,"April 9, 2020","April 25, 2020",Actual,Drug,Placebo,
NCT04367402,"April 17, 2020","March 30, 2020",Actual,Other,BioMedomics COVID-19 IgM-IgG Rapid Test,
NCT04364802,"April 25, 2020","April 29, 2020",Actual,Drug,Povidone-Iodine Nasal Spray and Gargle,
NCT04364802,"April 25, 2020","April 29, 2020",Actual,Drug,Povidone-Iodine Nasal Spray and Gargle,
NCT04364802,"April 25, 2020","April 29, 2020",Actual,Drug,Povidone-Iodine Nasal Spray and Gargle,
NCT04750369,"February 8, 2021","April 1, 2020",Actual,,,
NCT04481685,"July 15, 2020","July 20, 2020",Actual,Drug,ATI-450,
NCT04481685,"July 15, 2020","July 20, 2020",Actual,Drug,Placebo,
NCT04751734,"February 8, 2021","January 16, 2021",Actual,Biological,Covid vaccines,
NCT04327531,"March 27, 2020","March 26, 2020",Actual,Behavioral,turkish physicians,
NCT04527315,"August 24, 2020","July 17, 2020",Actual,Other,Questionnaires,
NCT04360824,"April 13, 2020","May 6, 2020",Actual,Drug,Intermediate dose thromboprophylaxis,intermediate dose Enoxaparin
NCT04360824,"April 13, 2020","May 6, 2020",Actual,Drug,Standard of Care thromboprophylaxis,
NCT04359992,"April 16, 2020","April 17, 2020",Anticipated,Other,Extra blood sample,
NCT04646044,"November 14, 2020","November 13, 2020",Actual,Drug,Bempegaldesleukin,NKTR-214|BEMPEG
NCT04646044,"November 14, 2020","November 13, 2020",Actual,Drug,Standard of Care,
NCT04646044,"November 14, 2020","November 13, 2020",Actual,Other,Placebo,
NCT04611841,"September 26, 2020","July 21, 2020",Actual,,,
NCT03348670,"November 15, 2017","July 20, 2020",Actual,Biological,COVID-19 Therapeutic Biologics - Spike-GM-CSF Protein Lactated Ringer's Injection,COVID-19 Spike-GM-CSF Protein Lactated Ringer's Injection
NCT04428021,"June 7, 2020","June 15, 2020",Actual,Drug,Standard Therapy Protocol (STP),
NCT04428021,"June 7, 2020","June 15, 2020",Actual,Other,STP + Standard Plasma (SP),
NCT04428021,"June 7, 2020","June 15, 2020",Actual,Other,STP + COVID-19 Convalescent Plasma (CP),
NCT04699227,"January 6, 2021","April 23, 2020",Actual,Procedure,Cuff application with inflation,
NCT04699227,"January 6, 2021","April 23, 2020",Actual,Other,Sham inflation,
NCT04510623,"August 11, 2020","March 17, 2020",Actual,Other,ARBs and/or ACE inhibitors,
NCT04510623,"August 11, 2020","March 17, 2020",Actual,Other,Usual Care,
NCT04678700,"December 12, 2020","March 1, 2021",Anticipated,Other,Chest physiotherapy post-covid19,
NCT04762186,"February 11, 2021","April 1, 2021",Anticipated,Drug,"IMP 1,000 plus SoC",
NCT04762186,"February 11, 2021","April 1, 2021",Anticipated,Drug,"IMP 5,000 plus SoC",
NCT04762186,"February 11, 2021","April 1, 2021",Anticipated,Drug,IMP RP2D plus SoC,
NCT04762186,"February 11, 2021","April 1, 2021",Anticipated,Drug,SoC,
NCT04463264,"June 26, 2020","June 26, 2020",Actual,Drug,Nitazoxanide,
NCT04463264,"June 26, 2020","June 26, 2020",Actual,Drug,Placebo,
NCT04383548,"April 17, 2020","June 1, 2020",Anticipated,Other,hyper immunoglobulins containing anti-Corona VS2 immunoglobulin,
NCT04649424,"November 27, 2020","December 22, 2020",Actual,Device,CanSwab,
NCT04387760,"May 9, 2020","August 11, 2020",Actual,Drug,Hydroxychloroquine,Hydroxychloroquine sulfate|Plaquenil
NCT04387760,"May 9, 2020","August 11, 2020",Actual,Drug,Favipiravir,Avigan|T-705|favipira|favilavir
NCT04387760,"May 9, 2020","August 11, 2020",Actual,Other,Routine care for COVID-19 patients,Standard clinical care
NCT04377464,"May 4, 2020","May 5, 2020",Anticipated,Other,"SF12, EQ-5D-5L and work status standardized quantitative assessments",
NCT04474288,"July 15, 2020","July 16, 2020",Actual,Diagnostic Test,SARS-CoV-2 antibody testing,
NCT04658121,"November 19, 2020","February 4, 2021",Actual,,,
NCT04799600,"March 10, 2021","September 1, 2020",Actual,Other,BRESCİA-COVİD Respiratory Severity Scale,
NCT04459325,"July 3, 2020","June 1, 2020",Actual,Biological,Tigerase® and best available care,Dornase Alfa Inhalation Solution and best available care
NCT04459325,"July 3, 2020","June 1, 2020",Actual,Other,Best available care,Standard of care
NCT04425889,"June 6, 2020","May 5, 2020",Actual,Diagnostic Test,"COVID-19 IgG/IgM Rapid Test Cassette test (Healgen Scientific, Houston, Texas, USA)",
NCT04713878,"January 9, 2021","May 8, 2020",Actual,Other,Mesenchymal stem cells,
NCT04798066,"March 11, 2021",,,Biological,Autologous HB-adMSC's,MSC's
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,"Hydroxychloroquine, Azithromycin",
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,"Hydroxychloroquine, Doxycycline",
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,"Hydroxychloroquine, Clindamycin",
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,"Hydroxychloroquine, Clindamycin, Primaquine - low dose.",
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,"Hydroxychloroquine, Clindamycin, Primaquine - high dose.",
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Remdesivir,
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Tocilizumab,
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Methylprednisolone,
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Interferon-Alpha2B,
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Losartan,
NCT04349410,"April 11, 2020","April 11, 2020",Actual,Drug,Convalescent Serum,
NCT04388436,"May 11, 2020","May 11, 2020",Actual,,,
NCT04516512,"August 17, 2020","September 1, 2020",Anticipated,Biological,Blood draw,
NCT04521322,"August 19, 2020","July 24, 2020",Actual,Drug,Iota-Carrageenan,Placebo
NCT04812327,"March 19, 2021",June 2021,Anticipated,Diagnostic Test,BD Veritor Plus System for Rapid Detection of SARS CoV-2,
NCT04812327,"March 19, 2021",June 2021,Anticipated,Diagnostic Test,rt-PCR,
NCT04812327,"March 19, 2021",June 2021,Anticipated,Diagnostic Test,viral culture,
NCT04768244,"February 10, 2021","April 1, 2020",Actual,Other,maternal SARS-CoV-2 infection,
NCT04584437,"October 9, 2020","May 25, 2021",Anticipated,Other,Infrared Energy and Dietary Supplement,
NCT04583410,"September 28, 2020","October 22, 2020",Actual,Drug,Nicotine patch,
NCT04583410,"September 28, 2020","October 22, 2020",Actual,Drug,Placebo patch,
NCT04830033,"March 31, 2021","April 28, 2021",Actual,Other,ENO Breathe group,
NCT04355533,"April 17, 2020","July 29, 2020",Actual,Biological,serology test,
NCT04355533,"April 17, 2020","July 29, 2020",Actual,Biological,nasopharyngeal swab,
NCT04355533,"April 17, 2020","July 29, 2020",Actual,Biological,rectal swab,
NCT04355533,"April 17, 2020","July 29, 2020",Actual,Biological,saliva sample,
NCT04315896,"March 18, 2020","April 14, 2020",Actual,Drug,Hydroxychloroquine,
NCT04315896,"March 18, 2020","April 14, 2020",Actual,Drug,Placebo oral tablet,
NCT04535063,"August 29, 2020","April 18, 2020",Actual,Biological,COVID19 convalescent plasma infusion,
NCT04608266,"October 28, 2020","December 3, 2020",Actual,Drug,Camostat Mesylate,
NCT04608266,"October 28, 2020","December 3, 2020",Actual,Drug,Placebo,
NCT04362137,"April 22, 2020","May 2, 2020",Actual,Drug,Ruxolitinib,INC424
NCT04362137,"April 22, 2020","May 2, 2020",Actual,Drug,Placebo,
NCT04590261,"October 15, 2020","November 1, 2020",Anticipated,Other,Blood sampling,
NCT04590261,"October 15, 2020","November 1, 2020",Anticipated,Other,Nasal Brushing,
NCT04572360,"September 27, 2020","October 1, 2020",Anticipated,Other,Cardiorespiratory Exercise,
NCT04572360,"September 27, 2020","October 1, 2020",Anticipated,Other,Modified Bai He Gu Jin Tang,
NCT04313127,"March 15, 2020","March 16, 2020",Actual,Biological,Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector),
NCT04366206,"April 19, 2020","March 14, 2020",Actual,,,
NCT04426084,"June 9, 2020","March 1, 2020",Actual,Other,Hypertension,
NCT04426084,"June 9, 2020","March 1, 2020",Actual,Other,Diabetes type 2,
NCT04426084,"June 9, 2020","March 1, 2020",Actual,Other,Obesity,
NCT04426084,"June 9, 2020","March 1, 2020",Actual,Drug,Antihypertensive Agents,
NCT04426084,"June 9, 2020","March 1, 2020",Actual,Drug,Statins (Cardiovascular Agents),
NCT04404361,"May 22, 2020","May 22, 2020",Actual,Drug,Pacritinib,SB1518|Oral Jak Inhibitor|Oral Irak inhibitor|Oral Csf1 inhibitor
NCT04404361,"May 22, 2020","May 22, 2020",Actual,Drug,Placebo,
NCT04695457,"December 8, 2020","July 15, 2020",Actual,,,
NCT04670094,"December 14, 2020","December 30, 2020",Actual,,,
NCT04648410,"November 26, 2020","February 16, 2021",Actual,Other,questionnaire,survey
NCT04779359,"March 1, 2021",April 2021,Anticipated,,,
NCT04642339,"November 16, 2020",November 2020,Anticipated,Biological,Gam-COVID-Vac,Sputnik V
NCT04642339,"November 16, 2020",November 2020,Anticipated,Biological,Placebo,
NCT04822012,"March 26, 2021","March 1, 2021",Actual,Diagnostic Test,Anti COVID19 IgG Antibodies,Estrogen and Progesterone levels in serum and follicle|Follicular Perlecan level
NCT04491292,"July 28, 2020","May 18, 2020",Actual,Other,Questionnaire Administration,
NCT04728698,"January 26, 2021",March 2021,Anticipated,Drug,COVI-MSC,
NCT04728698,"January 26, 2021",March 2021,Anticipated,Drug,Placebo,
NCT04898946,"May 20, 2021","March 8, 2021",Actual,Biological,CoronaVac Vaccine,
NCT04898946,"May 20, 2021","March 8, 2021",Actual,Biological,BNT162b2 Vaccine,
NCT04569227,"September 28, 2020","April 30, 2021",Actual,Drug,EC-18,
NCT04569227,"September 28, 2020","April 30, 2021",Actual,Drug,Placebo,
NCT04652102,"December 1, 2020","December 14, 2020",Actual,Biological,CVnCoV,CV07050101
NCT04652102,"December 1, 2020","December 14, 2020",Actual,Biological,Placebo,
NCT04477083,"July 14, 2020","July 15, 2020",Actual,Drug,inhalable hydroxychloroquine (HCQ),
NCT04477083,"July 14, 2020","July 15, 2020",Actual,Drug,supportive and symptomatic treatment,
NCT04689724,"December 29, 2020","August 10, 2020",Actual,,,
NCT04323514,"March 18, 2020","March 13, 2020",Actual,Dietary Supplement,Vitamin C,
NCT04898205,"May 17, 2021","January 21, 2021",Actual,Other,Treadmill Exercise,Supplemental oxygen (6 liters per minute)
NCT04898205,"May 17, 2021","January 21, 2021",Actual,Other,Concentrated Oxygen,
NCT04898205,"May 17, 2021","January 21, 2021",Actual,Other,Concentrated Air,
NCT04900454,"May 20, 2021","June 15, 2021",Anticipated,Biological,DVX201,
NCT04723290,"January 21, 2021","June 20, 2020",Actual,Diagnostic Test,Serological tests for SARS Cov-2,
NCT04482647,"July 21, 2020","June 17, 2020",Actual,Other,Media Intervention,
NCT04482647,"July 21, 2020","June 17, 2020",Actual,Procedure,Meditation Therapy,Meditation
NCT04482647,"July 21, 2020","June 17, 2020",Actual,Other,Quality-of-Life Assessment,Quality of Life Assessment
NCT04482647,"July 21, 2020","June 17, 2020",Actual,Other,Questionnaire Administration,
NCT04482647,"July 21, 2020","June 17, 2020",Actual,Procedure,Yoga,Yoga Therapy
NCT04436471,"June 16, 2020","June 17, 2020",Actual,Biological,Gam-COVID-Vac,
NCT04368000,"April 24, 2020","April 29, 2020",Actual,Behavioral,Intermittent prone positioning instructions,
